FRAME
HipCenter, Tracked, -0.1009294, 0.07207616, 2.770336
Spine, Tracked, -0.1059668, 0.1381906, 2.813056
ShoulderCenter, Tracked, -0.1158512, 0.4930466, 2.797882
Head, Tracked, -0.1205015, 0.6919873, 2.751227
ShoulderLeft, Tracked, -0.2761335, 0.3866565, 2.801663
ElbowLeft, Tracked, -0.4941049, 0.2049236, 2.735178
WristLeft, Tracked, -0.6708925, 0.09429558, 2.615546
HandLeft, Tracked, -0.7625046, 0.05563822, 2.537797
ShoulderRight, Tracked, 0.04899497, 0.4037875, 2.822843
ElbowRight, Tracked, 0.2860647, 0.2652889, 2.83038
WristRight, Tracked, 0.5292886, 0.1725222, 2.784725
HandRight, Inferred, 0.6170445, 0.1120026, 2.765835
HipLeft, Tracked, -0.1721294, -0.001891832, 2.754324
KneeLeft, Tracked, -0.1807343, -0.5276083, 2.790885
AnkleLeft, Tracked, -0.1949088, -0.9160959, 2.870292
FootLeft, Tracked, -0.2737918, -0.9682612, 2.867904
HipRight, Tracked, -0.02426175, -0.001157749, 2.772275
KneeRight, Tracked, -0.03001322, -0.5548165, 2.820847
AnkleRight, Tracked, -0.03522115, -0.9592299, 2.881176
FootRight, Tracked, -0.07779866, -1.042382, 2.866262
FRAME
HipCenter, Tracked, -0.1002999, 0.07060232, 2.770496
Spine, Tracked, -0.1053117, 0.1372123, 2.812953
ShoulderCenter, Tracked, -0.1152076, 0.4931165, 2.797847
Head, Tracked, -0.1196993, 0.6938248, 2.751723
ShoulderLeft, Tracked, -0.2754712, 0.3871548, 2.80243
ElbowLeft, Tracked, -0.4938935, 0.2036164, 2.736235
WristLeft, Tracked, -0.7005042, 0.08026876, 2.591744
HandLeft, Tracked, -0.7677819, 0.05260363, 2.538561
ShoulderRight, Tracked, 0.05012371, 0.404233, 2.823313
ElbowRight, Tracked, 0.2847504, 0.2659749, 2.830606
WristRight, Tracked, 0.5325106, 0.1713152, 2.784303
HandRight, Inferred, 0.6201135, 0.1109011, 2.765447
HipLeft, Tracked, -0.1712224, -0.002753796, 2.754632
KneeLeft, Tracked, -0.1809911, -0.5320917, 2.791153
AnkleLeft, Tracked, -0.2044686, -0.9134572, 2.871971
FootLeft, Tracked, -0.2773201, -0.9706372, 2.850954
HipRight, Tracked, -0.0239702, -0.003558767, 2.772447
KneeRight, Tracked, -0.03009585, -0.6043533, 2.830578
AnkleRight, Tracked, -0.03167226, -0.9723994, 2.883388
FootRight, Tracked, -0.04985923, -1.034695, 2.814054
FRAME
HipCenter, Tracked, -0.1002934, 0.07057201, 2.770475
Spine, Tracked, -0.1052272, 0.137181, 2.812925
ShoulderCenter, Tracked, -0.115219, 0.4931069, 2.797851
Head, Tracked, -0.1197971, 0.6939396, 2.751627
ShoulderLeft, Tracked, -0.2756573, 0.3871468, 2.802942
ElbowLeft, Tracked, -0.493893, 0.2036264, 2.736212
WristLeft, Tracked, -0.6745259, 0.09770553, 2.617543
HandLeft, Tracked, -0.768769, 0.05343037, 2.539607
ShoulderRight, Tracked, 0.04996749, 0.4041229, 2.823193
ElbowRight, Tracked, 0.2843707, 0.2660156, 2.830629
WristRight, Tracked, 0.5069895, 0.1779664, 2.790715
HandRight, Inferred, 0.5945559, 0.1175774, 2.771865
HipLeft, Tracked, -0.1712062, -0.002782327, 2.754616
KneeLeft, Tracked, -0.1810317, -0.5321907, 2.791258
AnkleLeft, Tracked, -0.2043866, -0.9134921, 2.871881
FootLeft, Tracked, -0.2783674, -0.9683567, 2.848797
HipRight, Tracked, -0.02397195, -0.00356574, 2.772401
KneeRight, Tracked, -0.02989907, -0.6029618, 2.830281
AnkleRight, Tracked, -0.0316106, -0.9724883, 2.883414
FootRight, Tracked, -0.05108453, -1.033561, 2.813363
FRAME
HipCenter, Tracked, -0.1002402, 0.07050148, 2.770528
Spine, Tracked, -0.1051335, 0.1370945, 2.812978
ShoulderCenter, Tracked, -0.1150436, 0.4930456, 2.797942
Head, Tracked, -0.1198138, 0.6939886, 2.751622
ShoulderLeft, Tracked, -0.2755577, 0.3870935, 2.802913
ElbowLeft, Tracked, -0.493746, 0.2039043, 2.736371
WristLeft, Tracked, -0.6744899, 0.0948178, 2.621104
HandLeft, Tracked, -0.7687755, 0.05374887, 2.539913
ShoulderRight, Tracked, 0.05013476, 0.4041521, 2.823076
ElbowRight, Tracked, 0.284422, 0.2658865, 2.83082
WristRight, Tracked, 0.5038767, 0.1790349, 2.790706
HandRight, Inferred, 0.5914083, 0.11867, 2.771864
HipLeft, Tracked, -0.1711508, -0.002861122, 2.754592
KneeLeft, Tracked, -0.1810697, -0.5322171, 2.791214
AnkleLeft, Tracked, -0.2043674, -0.9145641, 2.872057
FootLeft, Inferred, -0.2458388, -0.9999648, 2.87303
HipRight, Tracked, -0.02394831, -0.003663735, 2.772546
KneeRight, Tracked, -0.02882226, -0.6055354, 2.831099
AnkleRight, Tracked, -0.03195628, -0.9728317, 2.883428
FootRight, Tracked, -0.05031829, -1.034145, 2.813303
FRAME
HipCenter, Tracked, -0.1002565, 0.07021546, 2.770478
Spine, Tracked, -0.1050495, 0.136885, 2.812884
ShoulderCenter, Tracked, -0.115266, 0.4930238, 2.797686
Head, Tracked, -0.1195447, 0.6939374, 2.751797
ShoulderLeft, Tracked, -0.2753997, 0.3871242, 2.802806
ElbowLeft, Tracked, -0.4931596, 0.2044745, 2.737095
WristLeft, Tracked, -0.6737227, 0.09532326, 2.621505
HandLeft, Tracked, -0.7686743, 0.05427852, 2.540653
ShoulderRight, Tracked, 0.04983631, 0.4035051, 2.821916
ElbowRight, Tracked, 0.2842709, 0.265867, 2.830756
WristRight, Tracked, 0.5032234, 0.1851766, 2.794753
HandRight, Inferred, 0.5907208, 0.1248352, 2.775919
HipLeft, Tracked, -0.1710831, -0.003034076, 2.754489
KneeLeft, Tracked, -0.1809629, -0.5321762, 2.791153
AnkleLeft, Tracked, -0.2042938, -0.9149644, 2.872252
FootLeft, Tracked, -0.1080664, -0.9907557, 2.83211
HipRight, Tracked, -0.02400706, -0.003839265, 2.772616
KneeRight, Tracked, -0.02839727, -0.6043751, 2.830971
AnkleRight, Tracked, -0.03165356, -0.9729996, 2.88322
FootRight, Tracked, -0.0513703, -1.034699, 2.813351
FRAME
HipCenter, Tracked, -0.1002309, 0.06999572, 2.770424
