FRAME
HipCenter, Tracked, -0.3557565, -0.09688438, 3.099514
Spine, Tracked, -0.3592266, -0.03306707, 3.088936
ShoulderCenter, Tracked, -0.3776152, 0.2853155, 3.051282
Head, Tracked, -0.3374805, 0.477941, 3.00278
ShoulderLeft, Tracked, -0.5309138, 0.1898519, 3.021468
ElbowLeft, Tracked, -0.5930389, -0.03956757, 3.014262
WristLeft, Tracked, -0.4016611, -0.1230892, 2.88015
HandLeft, Tracked, -0.3446236, -0.1324809, 2.844879
ShoulderRight, Tracked, -0.2047968, 0.1891826, 3.136902
ElbowRight, Tracked, -0.1343162, -0.06663845, 3.132288
WristRight, Tracked, 0.1031117, -0.06118505, 3.016844
HandRight, Tracked, 0.1597295, -0.0367878, 3.006644
HipLeft, Tracked, -0.4143354, -0.1735068, 3.081331
KneeLeft, Tracked, -0.5052406, -0.5649802, 2.981815
AnkleLeft, Tracked, -0.516588, -0.9647946, 3.09359
FootLeft, Tracked, -0.4863231, -1.009292, 3.015263
HipRight, Tracked, -0.2896505, -0.1772786, 3.132351
KneeRight, Tracked, -0.07859179, -0.5813602, 3.0221
AnkleRight, Tracked, -0.05587695, -1.001597, 3.035601
FootRight, Tracked, -0.02561207, -1.046094, 2.957273
FRAME
HipCenter, Tracked, -0.3566312, -0.09618664, 3.100172
Spine, Tracked, -0.3601188, -0.03258409, 3.089621
ShoulderCenter, Tracked, -0.3786503, 0.2848895, 3.052287
Head, Tracked, -0.3371074, 0.4767933, 3.004731
ShoulderLeft, Tracked, -0.5319254, 0.1907972, 3.022555
ElbowLeft, Tracked, -0.5961881, -0.03839936, 3.012187
WristLeft, Tracked, -0.4021978, -0.121752, 2.8791
HandLeft, Tracked, -0.3461395, -0.1315647, 2.844167
ShoulderRight, Tracked, -0.2050611, 0.1909643, 3.138481
ElbowRight, Tracked, -0.136243, -0.06638336, 3.13573
WristRight, Tracked, 0.1020047, -0.05907172, 3.018128
HandRight, Tracked, 0.1630512, -0.0308126, 3.002479
HipLeft, Tracked, -0.4147058, -0.1730912, 3.081927
KneeLeft, Tracked, -0.5057459, -0.5646862, 2.982049
AnkleLeft, Tracked, -0.5168192, -0.9644631, 3.094678
FootLeft, Tracked, -0.4864899, -1.008916, 3.016371
HipRight, Tracked, -0.2906139, -0.17662, 3.132859
KneeRight, Tracked, -0.08323738, -0.5793934, 3.023426
AnkleRight, Tracked, -0.05737052, -0.9998821, 3.034672
FootRight, Tracked, -0.02704122, -1.044335, 2.956364
FRAME
HipCenter, Tracked, -0.3591216, -0.09480733, 3.100739
Spine, Tracked, -0.3627955, -0.03127021, 3.090268
ShoulderCenter, Tracked, -0.3818833, 0.2859018, 3.053266
Head, Tracked, -0.3379458, 0.4774241, 3.004786
ShoulderLeft, Tracked, -0.53461, 0.1931621, 3.022731
ElbowLeft, Tracked, -0.6022694, -0.03669513, 3.011172
WristLeft, Tracked, -0.4051845, -0.1194853, 2.87934
HandLeft, Tracked, -0.3485764, -0.1309535, 2.845878
ShoulderRight, Tracked, -0.207532, 0.1920314, 3.139872
ElbowRight, Tracked, -0.1353155, -0.0650175, 3.134184
WristRight, Tracked, 0.106868, -0.05276109, 3.018596
HandRight, Tracked, 0.167922, -0.02690936, 3.010861
HipLeft, Tracked, -0.4161151, -0.1719976, 3.081954
KneeLeft, Tracked, -0.5062769, -0.563982, 2.982135
AnkleLeft, Tracked, -0.5171893, -0.9649029, 3.092142
FootLeft, Tracked, -0.4866291, -1.009261, 3.013904
HipRight, Tracked, -0.2934265, -0.1756268, 3.133974
KneeRight, Tracked, -0.08331342, -0.5795134, 3.023144
AnkleRight, Tracked, -0.05715309, -1.000205, 3.034607
FootRight, Tracked, -0.02659294, -1.044563, 2.956369
FRAME
HipCenter, Tracked, -0.3606978, -0.09400682, 3.100026
Spine, Tracked, -0.3641687, -0.03059619, 3.089676
ShoulderCenter, Tracked, -0.3823379, 0.2861444, 3.053113
Head, Tracked, -0.3402738, 0.4800394, 3.006153
ShoulderLeft, Tracked, -0.5361573, 0.192817, 3.022831
ElbowLeft, Tracked, -0.6121356, -0.0251509, 3.013197
WristLeft, Tracked, -0.4070481, -0.1194804, 2.879204
HandLeft, Tracked, -0.3522166, -0.1298692, 2.842631
ShoulderRight, Tracked, -0.2088124, 0.1930783, 3.139796
ElbowRight, Tracked, -0.1356269, -0.06480202, 3.134078
WristRight, Tracked, 0.1099683, -0.04969319, 3.0187
HandRight, Tracked, 0.171804, -0.02530796, 3.012894
HipLeft, Tracked, -0.4197054, -0.1707161, 3.081014
KneeLeft, Tracked, -0.5070407, -0.5638626, 2.981934
AnkleLeft, Tracked, -0.5174589, -0.9650775, 3.091856
FootLeft, Tracked, -0.4869414, -1.009414, 3.013622
HipRight, Tracked, -0.294057, -0.1749626, 3.133241
KneeRight, Tracked, -0.08363094, -0.5796756, 3.022681
AnkleRight, Tracked, -0.05832276, -1.000577, 3.035099
FootRight, Tracked, -0.0278052, -1.044914, 2.956865
FRAME
HipCenter, Tracked, -0.3610875, -0.09372918, 3.099439
