FRAME
HipCenter, Tracked, -0.3607531, -0.1253372, 2.917991
Spine, Tracked, -0.3641656, -0.05735429, 2.911215
ShoulderCenter, Tracked, -0.3808783, 0.282805, 2.891821
Head, Tracked, -0.3573032, 0.4898704, 2.848038
ShoulderLeft, Tracked, -0.5343827, 0.1777299, 2.851542
ElbowLeft, Tracked, -0.6261245, -0.04118127, 2.843428
WristLeft, Tracked, -0.4662915, -0.1510186, 2.725767
HandLeft, Tracked, -0.373877, -0.1839282, 2.687959
ShoulderRight, Tracked, -0.2050694, 0.193522, 2.969145
ElbowRight, Tracked, -0.1299984, -0.06565259, 2.956785
WristRight, Tracked, 0.09231514, -0.06162567, 2.825708
HandRight, Tracked, 0.1443088, -0.0368286, 2.808332
HipLeft, Tracked, -0.4328357, -0.2058925, 2.89472
KneeLeft, Tracked, -0.4669991, -0.6322448, 2.764204
AnkleLeft, Tracked, -0.5032433, -1.04211, 2.918162
FootLeft, Tracked, -0.5437365, -1.119124, 2.921961
HipRight, Tracked, -0.2809738, -0.2023375, 2.946313
KneeRight, Tracked, -0.1211167, -0.6111992, 2.842608
AnkleRight, Tracked, -0.06791793, -1.001764, 2.842168
FootRight, Tracked, -0.03469305, -1.043573, 2.767476
FRAME
HipCenter, Tracked, -0.3635169, -0.1247639, 2.91897
Spine, Tracked, -0.3674313, -0.05677268, 2.912474
ShoulderCenter, Tracked, -0.3872073, 0.2832336, 2.895158
Head, Tracked, -0.3602698, 0.4835951, 2.84709
ShoulderLeft, Tracked, -0.5388551, 0.178087, 2.85146
ElbowLeft, Tracked, -0.6277113, -0.04217041, 2.84468
WristLeft, Tracked, -0.4684991, -0.15247, 2.726581
HandLeft, Tracked, -0.3769194, -0.1867038, 2.687953
ShoulderRight, Tracked, -0.2101684, 0.195418, 2.971112
ElbowRight, Tracked, -0.1359679, -0.06192897, 2.958317
WristRight, Tracked, 0.09162959, -0.05938999, 2.827655
HandRight, Tracked, 0.1413066, -0.03511886, 2.810959
HipLeft, Tracked, -0.434903, -0.2053991, 2.895638
KneeLeft, Tracked, -0.4681018, -0.632782, 2.766419
