FRAME
HipCenter, Tracked, -0.352088, -0.09269539, 2.999406
Spine, Tracked, -0.3553615, -0.02915751, 2.98903
ShoulderCenter, Tracked, -0.3718118, 0.2867779, 2.953722
Head, Tracked, -0.3254128, 0.4742464, 2.912804
ShoulderLeft, Tracked, -0.5134958, 0.1927935, 2.909867
ElbowLeft, Tracked, -0.5676899, -0.03470162, 2.890026
WristLeft, Tracked, -0.400879, -0.1590946, 2.689598
HandLeft, Tracked, -0.3358483, -0.1867088, 2.631181
ShoulderRight, Tracked, -0.203248, 0.1882566, 3.05916
ElbowRight, Tracked, -0.1261379, -0.05414145, 3.03931
WristRight, Tracked, 0.1301298, -0.03903985, 2.914094
HandRight, Tracked, 0.2322407, -0.01670548, 2.89086
HipLeft, Tracked, -0.4154446, -0.169019, 2.974753
KneeLeft, Tracked, -0.4924718, -0.5675718, 2.882482
AnkleLeft, Tracked, -0.5297274, -0.9674265, 3.009773
FootLeft, Inferred, -0.4909458, -1.011266, 2.934509
HipRight, Tracked, -0.2836708, -0.1728244, 3.039622
KneeRight, Tracked, -0.1106508, -0.5592006, 2.936051
AnkleRight, Tracked, -0.1056622, -0.9869927, 2.947896
FootRight, Tracked, -0.06688054, -1.030832, 2.872631
FRAME
HipCenter, Tracked, -0.3562713, -0.09507295, 3.000679
Spine, Tracked, -0.3595864, -0.03132658, 2.990352
ShoulderCenter, Tracked, -0.3760891, 0.2861758, 2.954862
Head, Tracked, -0.3285255, 0.4739781, 2.912178
ShoulderLeft, Tracked, -0.5188321, 0.1868542, 2.91029
ElbowLeft, Tracked, -0.5764245, -0.04273323, 2.895376
WristLeft, Tracked, -0.4060626, -0.158936, 2.692898
HandLeft, Tracked, -0.3428081, -0.1834792, 2.634783
ShoulderRight, Tracked, -0.2053258, 0.1858081, 3.061156
ElbowRight, Tracked, -0.1323943, -0.05684397, 3.038379
WristRight, Tracked, 0.1249948, -0.0381155, 2.916302
HandRight, Tracked, 0.2239009, -0.01363459, 2.895797
HipLeft, Tracked, -0.4197598, -0.1714483, 2.975755
KneeLeft, Tracked, -0.4922779, -0.5634379, 2.882464
AnkleLeft, Tracked, -0.5297562, -0.9643652, 3.007263
FootLeft, Tracked, -0.4909325, -1.008196, 2.932023
HipRight, Tracked, -0.2860972, -0.1748314, 3.04037
KneeRight, Tracked, -0.1090214, -0.560527, 2.934989
AnkleRight, Tracked, -0.1052203, -0.9883975, 2.947749
FootRight, Tracked, -0.0663965, -1.032228, 2.872509
FRAME
HipCenter, Tracked, -0.3644138, -0.09954133, 3.001563
Spine, Tracked, -0.3684834, -0.03537017, 2.991712
ShoulderCenter, Tracked, -0.3901054, 0.2852764, 2.958793
Head, Tracked, -0.334333, 0.4741625, 2.911959
ShoulderLeft, Tracked, -0.5236253, 0.1826765, 2.911676
ElbowLeft, Tracked, -0.577666, -0.04405602, 2.895259
WristLeft, Tracked, -0.4760685, -0.1718174, 2.755051
HandLeft, Tracked, -0.3514905, -0.1833483, 2.641358
ShoulderRight, Tracked, -0.2180317, 0.1866404, 3.064451
ElbowRight, Tracked, -0.1406439, -0.05882505, 3.038234
WristRight, Tracked, 0.1177564, -0.03841706, 2.918867
HandRight, Tracked, 0.2231632, -0.01387504, 2.895674
HipLeft, Tracked, -0.4241856, -0.1739788, 2.976359
KneeLeft, Tracked, -0.4929532, -0.5610718, 2.88203
AnkleLeft, Tracked, -0.5294953, -0.9624107, 3.006331
FootLeft, Tracked, -0.4893192, -1.005578, 2.931426
HipRight, Tracked, -0.2947327, -0.1776693, 3.039611
KneeRight, Tracked, -0.1085048, -0.5606636, 2.934716
AnkleRight, Tracked, -0.1051251, -0.9886409, 2.947799
FootRight, Tracked, -0.06494902, -1.031808, 2.872893
FRAME
HipCenter, Tracked, -0.3694282, -0.101514, 3.002646
Spine, Tracked, -0.3737976, -0.03727281, 2.993478
ShoulderCenter, Tracked, -0.3967258, 0.2839206, 2.964436
Head, Tracked, -0.3403397, 0.4712768, 2.911566
ShoulderLeft, Tracked, -0.5314127, 0.1811634, 2.912122
ElbowLeft, Tracked, -0.579761, -0.05040695, 2.893822
WristLeft, Tracked, -0.4071395, -0.1720376, 2.696856
HandLeft, Tracked, -0.3599096, -0.1841422, 2.64818
ShoulderRight, Tracked, -0.2254142, 0.1877868, 3.067431
ElbowRight, Tracked, -0.1527, -0.05508772, 3.037894
WristRight, Tracked, 0.106632, -0.03953896, 2.919971
HandRight, Tracked, 0.2117166, -0.02053667, 2.89781
